timestamp,staging,condenser_inlet_temp,evaporator_heat_load_rt,system_power_consumption
2025-08-03 14:00:00,5,30.1,185.6,795.0
2025-08-03 15:00:00,5,30.5,905.6,851.5
2025-08-03 16:00:00,1,29.3,791.9,511.2
2025-08-03 17:00:00,10,28.3,1057.9,709.8
2025-08-03 18:00:00,4,27.8,914.1,773.4
2025-08-03 19:00:00,4,30.5,854.2,985.5
2025-08-03 20:00:00,10,26.9,762.1,600.9
2025-08-03 21:00:00,3,28.7,728.7,932.0
2025-08-03 22:00:00,2,30.2,984.5,456.5
2025-08-03 23:00:00,4,29.4,1296.6,965.1
2025-08-04 00:00:00,0,29.4,1043.7,695.9
2025-08-04 01:00:00,1,29.1,1229.8,928.2
2025-08-04 02:00:00,7,27.8,610.5,928.9
2025-08-04 03:00:00,4,28.9,1088.1,992.9
2025-08-04 04:00:00,8,28.8,399.2,857.2
2025-08-04 05:00:00,2,28.7,1060.9,1014.8
2025-08-04 06:00:00,8,30.3,536.1,712.0
2025-08-04 07:00:00,0,29.1,1166.6,899.4
2025-08-04 08:00:00,3,27.6,769.6,379.8
2025-08-04 09:00:00,8,30.1,799.9,941.9
2025-08-04 10:00:00,4,29.6,1300.5,981.2
2025-08-04 11:00:00,5,28.7,928.6,237.5
2025-08-04 12:00:00,2,28.6,894.3,770.3
2025-08-04 13:00:00,0,28.9,850.5,917.2
2025-08-04 14:00:00,9,27.5,1049.5,731.2
2025-08-04 15:00:00,0,26.7,770.0,1062.8
2025-08-04 16:00:00,3,31.7,1037.0,768.8
2025-08-04 17:00:00,2,29.5,773.3,524.6
2025-08-04 18:00:00,8,28.6,716.6,973.7
2025-08-04 19:00:00,4,27.2,767.8,632.8
2025-08-04 20:00:00,1,29.5,1436.0,1001.4
2025-08-04 21:00:00,7,28.0,1200.5,1344.8
2025-08-04 22:00:00,10,28.2,811.4,1085.7
2025-08-04 23:00:00,9,27.7,803.8,824.9
2025-08-05 00:00:00,4,30.1,852.4,1014.9
2025-08-05 01:00:00,8,28.6,631.5,1035.2
2025-08-05 02:00:00,3,31.0,970.5,1024.1
2025-08-05 03:00:00,7,26.8,896.5,520.0
2025-08-05 04:00:00,10,29.5,1157.3,743.0
2025-08-05 05:00:00,0,28.9,1225.3,1052.1
2025-08-05 06:00:00,9,29.6,786.9,969.5
2025-08-05 07:00:00,9,28.0,884.8,569.9
2025-08-05 08:00:00,1,30.2,694.8,711.5
2025-08-05 09:00:00,7,29.4,840.8,681.2
2025-08-05 10:00:00,5,29.1,645.0,1043.4
2025-08-05 11:00:00,3,28.6,617.4,872.6
2025-08-05 12:00:00,6,29.3,736.8,752.6
2025-08-05 13:00:00,9,27.3,890.9,463.8
2025-08-05 14:00:00,5,29.4,682.5,616.9
2025-08-05 15:00:00,10,28.0,969.5,1141.9
2025-08-05 16:00:00,4,27.9,957.1,884.7
2025-08-05 17:00:00,3,27.3,477.2,1039.7
2025-08-05 18:00:00,5,27.9,745.7,785.1
2025-08-05 19:00:00,1,27.7,857.5,1391.6
2025-08-05 20:00:00,4,27.8,889.8,729.9
2025-08-05 21:00:00,8,31.2,907.8,1004.5
2025-08-05 22:00:00,3,29.0,633.9,897.2
2025-08-05 23:00:00,1,28.5,872.2,950.0
2025-08-06 00:00:00,2,29.0,1005.0,1000.1
2025-08-06 01:00:00,5,29.6,1342.0,1101.7
2025-08-06 02:00:00,6,28.3,864.0,1154.5
2025-08-06 03:00:00,2,28.3,763.1,718.9
2025-08-06 04:00:00,9,28.3,640.1,1033.3
2025-08-06 05:00:00,2,28.4,1253.2,774.7
2025-08-06 06:00:00,8,28.9,1185.5,885.0
2025-08-06 07:00:00,4,29.4,818.6,818.1
2025-08-06 08:00:00,5,30.3,795.4,1105.9
2025-08-06 09:00:00,2,27.7,1190.5,1057.7
2025-08-06 10:00:00,4,30.1,1280.5,776.8
2025-08-06 11:00:00,6,29.0,1081.1,887.0
2025-08-06 12:00:00,5,28.7,690.6,1229.1
2025-08-06 13:00:00,3,29.5,840.8,1235.9
2025-08-06 14:00:00,10,29.9,835.2,1198.4
2025-08-06 15:00:00,5,30.1,758.0,921.8
2025-08-06 16:00:00,3,28.3,712.4,514.0
2025-08-06 17:00:00,7,28.7,641.2,795.7
2025-08-06 18:00:00,3,28.7,866.5,947.9
2025-08-06 19:00:00,8,28.7,1042.2,884.7
2025-08-06 20:00:00,1,29.6,963.5,939.1
2025-08-06 21:00:00,5,28.6,920.4,848.0
2025-08-06 22:00:00,10,27.6,817.1,1088.9
2025-08-06 23:00:00,5,28.6,877.9,711.8
2025-08-07 00:00:00,10,29.0,879.3,950.2
2025-08-07 01:00:00,3,27.8,919.3,800.5
2025-08-07 02:00:00,1,29.3,744.2,714.2
2025-08-07 03:00:00,1,28.9,710.7,655.3
2025-08-07 04:00:00,5,29.0,830.6,817.4
2025-08-07 05:00:00,0,30.4,532.9,1065.9
2025-08-07 06:00:00,10,29.5,795.7,906.7
2025-08-07 07:00:00,1,29.4,687.1,585.8
2025-08-07 08:00:00,3,28.6,721.3,641.9
2025-08-07 09:00:00,1,30.1,792.5,1210.8
2025-08-07 10:00:00,0,30.7,786.5,1127.1
2025-08-07 11:00:00,5,28.2,615.1,1003.3
2025-08-07 12:00:00,7,29.5,1064.8,913.2
2025-08-07 13:00:00,10,29.1,865.7,884.7
2025-08-07 14:00:00,8,28.4,799.6,705.1
2025-08-07 15:00:00,9,28.7,936.4,697.4
2025-08-07 16:00:00,7,28.4,1129.2,937.2
2025-08-07 17:00:00,0,27.5,619.7,708.6
2025-08-07 18:00:00,3,28.8,1111.1,688.3
2025-08-07 19:00:00,0,28.1,602.0,911.4
2025-08-07 20:00:00,9,29.1,1238.3,981.8
2025-08-07 21:00:00,5,27.2,1095.8,1197.8
2025-08-07 22:00:00,2,28.6,808.2,771.4
2025-08-07 23:00:00,6,29.4,584.4,816.0
2025-08-08 00:00:00,2,29.4,945.1,901.8
2025-08-08 01:00:00,3,28.6,796.1,911.8
2025-08-08 02:00:00,2,28.0,898.8,494.1
2025-08-08 03:00:00,6,30.2,754.3,817.2
2025-08-08 04:00:00,1,31.2,692.6,1099.6
2025-08-08 05:00:00,1,29.7,949.2,1108.3
2025-08-08 06:00:00,9,29.7,999.5,950.4
2025-08-08 07:00:00,2,28.7,805.9,473.3
2025-08-08 08:00:00,8,28.1,1109.0,697.2
2025-08-08 09:00:00,4,29.0,985.3,1072.8
2025-08-08 10:00:00,3,28.1,768.1,928.3
2025-08-08 11:00:00,7,28.1,1025.1,923.7
2025-08-08 12:00:00,10,29.4,724.0,380.5
2025-08-08 13:00:00,5,28.1,434.6,926.5
2025-08-08 14:00:00,4,28.4,627.4,1193.9
2025-08-08 15:00:00,6,28.8,799.3,1051.2
2025-08-08 16:00:00,5,27.5,895.1,845.7
2025-08-08 17:00:00,1,27.7,821.0,1112.1
2025-08-08 18:00:00,10,28.1,1114.6,782.7
2025-08-08 19:00:00,5,28.4,793.8,771.6
2025-08-08 20:00:00,3,29.7,732.3,699.8
2025-08-08 21:00:00,6,29.6,739.1,1112.4
2025-08-08 22:00:00,7,29.1,725.4,801.8
2025-08-08 23:00:00,5,28.7,1055.5,794.8
2025-08-09 00:00:00,2,27.6,955.1,1071.8
2025-08-09 01:00:00,1,28.0,647.7,663.5
2025-08-09 02:00:00,4,30.7,864.6,624.7
2025-08-09 03:00:00,2,30.3,961.5,783.0
2025-08-09 04:00:00,1,29.9,835.2,1121.5
2025-08-09 05:00:00,3,29.9,1001.1,985.8
2025-08-09 06:00:00,2,29.2,526.3,1187.6
2025-08-09 07:00:00,1,29.5,1255.0,854.8
2025-08-09 08:00:00,1,29.3,647.1,730.0
2025-08-09 09:00:00,4,29.9,916.4,983.0
2025-08-09 10:00:00,1,29.8,566.0,1180.4
2025-08-09 11:00:00,1,27.8,1159.7,642.5
2025-08-09 12:00:00,8,28.3,812.7,895.0
2025-08-09 13:00:00,9,29.3,597.4,880.8
2025-08-09 14:00:00,8,29.2,634.6,1192.8
2025-08-09 15:00:00,1,29.3,754.2,832.3
2025-08-09 16:00:00,4,30.5,1242.9,1052.1
2025-08-09 17:00:00,7,28.8,940.7,1007.5
2025-08-09 18:00:00,1,30.1,1213.9,673.3
2025-08-09 19:00:00,2,28.1,948.9,898.4
2025-08-09 20:00:00,4,28.3,720.1,915.1
2025-08-09 21:00:00,4,30.5,834.1,1036.6
2025-08-09 22:00:00,8,30.2,796.0,583.0
2025-08-09 23:00:00,1,28.3,576.8,892.0
2025-08-10 00:00:00,3,27.5,1108.1,851.2
2025-08-10 01:00:00,3,29.5,962.9,1015.6
2025-08-10 02:00:00,4,29.4,962.6,1008.4
2025-08-10 03:00:00,2,29.7,578.5,1198.1
2025-08-10 04:00:00,1,27.8,302.7,1041.8
2025-08-10 05:00:00,2,28.8,857.5,824.3
2025-08-10 06:00:00,4,28.0,932.4,890.5
2025-08-10 07:00:00,6,29.1,970.2,590.6
2025-08-10 08:00:00,5,29.9,827.8,976.8
2025-08-10 09:00:00,1,28.2,902.2,1280.5
2025-08-10 10:00:00,3,29.8,1122.5,682.9
2025-08-10 11:00:00,3,29.6,858.4,738.8
2025-08-10 12:00:00,3,28.3,1022.6,761.8
2025-08-10 13:00:00,3,27.7,988.5,918.2
2025-08-10 14:00:00,5,29.3,473.9,826.2
2025-08-10 15:00:00,3,28.6,532.7,954.4
2025-08-10 16:00:00,5,28.6,346.3,1045.5
2025-08-10 17:00:00,4,29.6,806.5,767.3
2025-08-10 18:00:00,8,27.8,501.4,842.3
2025-08-10 19:00:00,0,30.2,722.7,703.3
2025-08-10 20:00:00,10,27.7,884.7,967.6
2025-08-10 21:00:00,0,27.9,588.9,1006.7
2025-08-10 22:00:00,1,29.0,766.5,844.2
2025-08-10 23:00:00,4,29.4,712.7,617.3
2025-08-11 00:00:00,8,29.0,780.5,864.8
2025-08-11 01:00:00,8,30.6,983.3,852.4
2025-08-11 02:00:00,9,28.7,594.9,821.7
2025-08-11 03:00:00,5,28.9,770.7,998.6
2025-08-11 04:00:00,6,29.8,759.0,619.6
2025-08-11 05:00:00,5,29.1,973.4,630.4
2025-08-11 06:00:00,6,30.3,957.8,795.9
2025-08-11 07:00:00,2,29.5,613.6,906.9
2025-08-11 08:00:00,9,29.7,1205.9,799.8
2025-08-11 09:00:00,0,29.8,881.9,883.7
2025-08-11 10:00:00,0,28.4,642.8,1081.0
2025-08-11 11:00:00,7,27.6,674.9,906.4
2025-08-11 12:00:00,0,29.6,404.0,670.7
2025-08-11 13:00:00,8,27.4,959.3,935.1
2025-08-11 14:00:00,7,28.1,893.1,1181.8
2025-08-11 15:00:00,7,28.8,710.3,669.2
2025-08-11 16:00:00,0,27.5,1390.8,1036.9
2025-08-11 17:00:00,10,28.4,871.7,481.4
2025-08-11 18:00:00,5,30.7,929.5,920.0
2025-08-11 19:00:00,7,28.5,1061.9,780.1
2025-08-11 20:00:00,1,30.5,857.8,880.5
2025-08-11 21:00:00,8,28.8,956.5,1144.3
2025-08-11 22:00:00,9,29.0,664.9,808.4
2025-08-11 23:00:00,3,28.2,1088.8,1147.3
2025-08-12 00:00:00,4,29.4,1189.4,851.8
2025-08-12 01:00:00,6,28.6,463.2,1430.1
2025-08-12 02:00:00,5,29.0,641.6,774.2
2025-08-12 03:00:00,8,29.0,693.3,608.6
2025-08-12 04:00:00,8,30.4,1124.2,985.3
2025-08-12 05:00:00,10,29.1,766.9,775.5
2025-08-12 06:00:00,4,28.7,986.9,721.9
2025-08-12 07:00:00,2,28.5,365.2,926.7
2025-08-12 08:00:00,6,29.2,712.3,734.8
2025-08-12 09:00:00,5,27.2,1001.2,1121.8
2025-08-12 10:00:00,5,28.3,787.9,938.2
2025-08-12 11:00:00,1,29.5,613.2,863.5
2025-08-12 12:00:00,6,28.6,958.6,1037.5
2025-08-12 13:00:00,3,30.3,728.7,438.9
2025-08-12 14:00:00,5,30.4,910.7,941.2
2025-08-12 15:00:00,0,30.7,812.2,917.0
2025-08-12 16:00:00,9,31.2,918.7,759.3
2025-08-12 17:00:00,6,29.8,1086.1,882.3
2025-08-12 18:00:00,4,28.1,623.4,1054.2
2025-08-12 19:00:00,7,27.1,814.4,1371.4
2025-08-12 20:00:00,8,29.8,1080.0,896.1
2025-08-12 21:00:00,10,28.2,806.0,1156.7
2025-08-12 22:00:00,10,30.0,1091.1,697.9
2025-08-12 23:00:00,0,29.0,671.2,1007.8
2025-08-13 00:00:00,5,29.4,857.0,758.7
2025-08-13 01:00:00,4,27.4,1185.1,501.0
2025-08-13 02:00:00,4,29.2,1176.3,1154.2
2025-08-13 03:00:00,8,28.8,1154.3,890.6
2025-08-13 04:00:00,5,30.5,922.6,612.7
2025-08-13 05:00:00,9,28.4,973.8,755.7
2025-08-13 06:00:00,4,28.1,692.1,851.0
2025-08-13 07:00:00,0,29.6,609.9,635.4
2025-08-13 08:00:00,9,28.7,710.1,763.2
2025-08-13 09:00:00,6,28.8,702.2,907.9
2025-08-13 10:00:00,1,28.8,1144.1,329.2
2025-08-13 11:00:00,5,30.1,811.9,932.4
2025-08-13 12:00:00,10,30.7,461.8,869.4
2025-08-13 13:00:00,1,27.8,460.8,909.0
2025-08-13 14:00:00,5,28.2,1056.7,905.7
2025-08-13 15:00:00,0,28.5,907.4,917.3
2025-08-13 16:00:00,10,29.3,975.6,918.5
2025-08-13 17:00:00,5,31.8,621.0,1157.1
2025-08-13 18:00:00,9,28.9,1279.6,736.0
2025-08-13 19:00:00,3,28.6,1103.9,625.5
2025-08-13 20:00:00,9,28.7,838.4,604.4
2025-08-13 21:00:00,8,27.9,1051.3,735.5
2025-08-13 22:00:00,0,27.2,1246.8,998.1
2025-08-13 23:00:00,0,29.2,1053.8,630.3
2025-08-14 00:00:00,8,27.3,556.5,719.6
2025-08-14 01:00:00,2,29.3,713.3,806.1
2025-08-14 02:00:00,1,30.0,961.0,686.6
2025-08-14 03:00:00,4,28.4,517.4,1097.8
2025-08-14 04:00:00,0,29.2,768.2,871.7
2025-08-14 05:00:00,3,29.2,874.1,998.8
2025-08-14 06:00:00,8,29.8,791.2,1042.4
2025-08-14 07:00:00,1,28.0,754.8,746.1
2025-08-14 08:00:00,5,30.0,1039.1,743.2
2025-08-14 09:00:00,0,28.5,1050.1,966.3
2025-08-14 10:00:00,2,28.9,955.5,719.9
2025-08-14 11:00:00,1,29.5,493.5,755.7
2025-08-14 12:00:00,5,30.7,988.6,543.6
2025-08-14 13:00:00,7,30.1,704.3,798.3
2025-08-14 14:00:00,0,29.6,611.5,933.5
2025-08-14 15:00:00,8,29.1,831.1,894.4
2025-08-14 16:00:00,1,28.6,631.9,1277.9
2025-08-14 17:00:00,4,28.9,891.5,514.7
2025-08-14 18:00:00,9,28.9,859.9,718.0
2025-08-14 19:00:00,3,28.6,1138.1,961.1
2025-08-14 20:00:00,1,29.4,1077.8,735.9
2025-08-14 21:00:00,2,29.3,823.5,902.3
2025-08-14 22:00:00,0,29.4,1208.0,893.0
2025-08-14 23:00:00,1,28.6,1076.2,626.6
2025-08-15 00:00:00,1,26.7,729.7,672.6
2025-08-15 01:00:00,5,29.0,949.6,892.0
2025-08-15 02:00:00,4,29.4,815.3,760.1
2025-08-15 03:00:00,5,28.3,507.2,681.8
2025-08-15 04:00:00,4,27.9,927.7,788.9
2025-08-15 05:00:00,10,30.2,927.6,611.2
2025-08-15 06:00:00,2,27.7,1054.1,714.4
2025-08-15 07:00:00,6,30.1,559.8,758.8
2025-08-15 08:00:00,3,30.0,866.7,1014.5
2025-08-15 09:00:00,1,27.9,304.4,756.0
2025-08-15 10:00:00,7,27.7,595.1,722.4
2025-08-15 11:00:00,4,30.0,688.1,1029.5
2025-08-15 12:00:00,2,28.4,700.3,1053.9
2025-08-15 13:00:00,10,28.7,819.1,716.4
2025-08-15 14:00:00,6,28.3,436.3,840.4
2025-08-15 15:00:00,3,29.7,1156.7,649.0
2025-08-15 16:00:00,8,30.0,930.5,1015.7
2025-08-15 17:00:00,9,29.1,815.8,404.4
2025-08-15 18:00:00,7,30.7,1061.1,544.4
2025-08-15 19:00:00,8,27.7,1120.0,1073.1
2025-08-15 20:00:00,0,28.2,830.2,897.8
2025-08-15 21:00:00,7,30.3,941.0,680.3
2025-08-15 22:00:00,9,30.1,815.2,993.8
2025-08-15 23:00:00,4,29.5,1110.5,916.4
2025-08-16 00:00:00,4,30.3,682.7,720.7
2025-08-16 01:00:00,5,27.8,685.8,742.5
2025-08-16 02:00:00,0,27.6,752.4,819.7
2025-08-16 03:00:00,7,28.2,866.4,868.8
2025-08-16 04:00:00,10,27.1,887.3,758.3
2025-08-16 05:00:00,8,30.1,646.9,1079.5
2025-08-16 06:00:00,1,29.6,1007.2,780.2
2025-08-16 07:00:00,1,30.5,913.8,768.3
2025-08-16 08:00:00,7,28.8,813.8,742.3
2025-08-16 09:00:00,0,29.3,618.0,695.5
2025-08-16 10:00:00,4,29.7,690.8,1060.7
2025-08-16 11:00:00,9,28.6,718.6,956.3
2025-08-16 12:00:00,7,29.0,617.4,507.7
2025-08-16 13:00:00,2,29.7,955.0,1025.5
2025-08-16 14:00:00,5,30.2,945.8,911.5
2025-08-16 15:00:00,8,30.0,1311.1,740.6
2025-08-16 16:00:00,4,28.6,1101.0,684.6
2025-08-16 17:00:00,9,26.7,467.8,801.6
2025-08-16 18:00:00,4,29.0,584.6,699.5
2025-08-16 19:00:00,7,29.9,566.1,515.9
2025-08-16 20:00:00,1,28.9,1105.2,583.8
2025-08-16 21:00:00,10,28.5,401.7,1070.6
2025-08-16 22:00:00,6,30.0,913.4,1098.2
2025-08-16 23:00:00,3,28.2,1053.4,943.3
2025-08-17 00:00:00,10,30.5,779.3,927.8
2025-08-17 01:00:00,5,29.7,864.8,341.3
2025-08-17 02:00:00,6,30.1,996.7,933.8
2025-08-17 03:00:00,4,29.7,689.9,876.9
2025-08-17 04:00:00,10,27.4,750.2,647.8
2025-08-17 05:00:00,10,28.4,651.7,899.8
2025-08-17 06:00:00,2,29.8,862.7,946.6
2025-08-17 07:00:00,6,28.5,918.3,1185.9
2025-08-17 08:00:00,9,29.2,1229.0,750.0
2025-08-17 09:00:00,3,28.9,1042.9,837.6
2025-08-17 10:00:00,6,29.3,936.2,774.1
2025-08-17 11:00:00,9,28.1,663.1,1152.6
2025-08-17 12:00:00,6,28.8,790.8,852.7
2025-08-17 13:00:00,6,26.9,633.7,744.9
2025-08-17 14:00:00,6,29.4,1141.1,907.6
2025-08-17 15:00:00,4,28.9,869.5,703.2
2025-08-17 16:00:00,8,28.8,800.5,1200.9
2025-08-17 17:00:00,9,30.0,1016.1,1199.3
2025-08-17 18:00:00,6,29.1,814.4,1022.7
2025-08-17 19:00:00,9,29.2,799.2,1082.7
2025-08-17 20:00:00,1,29.3,293.2,1075.1
2025-08-17 21:00:00,9,27.7,785.9,944.1
2025-08-17 22:00:00,10,31.1,700.0,730.4
2025-08-17 23:00:00,7,28.6,1178.0,1012.0
2025-08-18 00:00:00,9,29.4,1080.3,981.8
2025-08-18 01:00:00,1,30.0,938.6,713.6
2025-08-18 02:00:00,0,30.8,1200.0,1087.8
2025-08-18 03:00:00,9,29.1,1387.9,808.2
2025-08-18 04:00:00,0,30.3,779.2,945.8
2025-08-18 05:00:00,0,28.2,1198.0,680.5
2025-08-18 06:00:00,5,28.6,923.0,972.3
2025-08-18 07:00:00,9,29.3,555.7,658.3
2025-08-18 08:00:00,9,27.6,825.0,1104.4
2025-08-18 09:00:00,0,26.9,926.9,924.4
2025-08-18 10:00:00,4,28.0,712.9,1062.8
2025-08-18 11:00:00,7,28.7,868.5,1109.8
2025-08-18 12:00:00,7,27.7,1143.2,639.6
2025-08-18 13:00:00,7,26.6,758.7,780.0
2025-08-18 14:00:00,0,28.8,924.8,802.5
2025-08-18 15:00:00,3,28.6,1077.4,920.4
2025-08-18 16:00:00,4,30.8,879.1,983.2
2025-08-18 17:00:00,7,29.5,501.6,612.0
2025-08-18 18:00:00,3,27.8,1028.5,1184.6
2025-08-18 19:00:00,5,29.8,921.7,753.3
2025-08-18 20:00:00,0,27.9,693.3,734.4
2025-08-18 21:00:00,0,27.5,827.3,913.7
2025-08-18 22:00:00,2,29.6,952.1,943.2
2025-08-18 23:00:00,10,30.1,865.2,1022.6
2025-08-19 00:00:00,4,30.5,1191.7,944.9
2025-08-19 01:00:00,0,29.1,852.8,967.2
2025-08-19 02:00:00,0,28.3,376.7,760.1
2025-08-19 03:00:00,1,28.1,1003.8,1040.2
2025-08-19 04:00:00,10,27.7,1192.7,552.1
2025-08-19 05:00:00,5,29.9,857.8,801.2
2025-08-19 06:00:00,4,29.2,832.4,954.9
2025-08-19 07:00:00,3,28.0,1024.2,925.3
2025-08-19 08:00:00,1,28.6,582.5,1191.2
2025-08-19 09:00:00,5,28.6,833.5,756.3
2025-08-19 10:00:00,8,28.1,949.0,770.6
2025-08-19 11:00:00,8,28.8,916.1,781.0
2025-08-19 12:00:00,6,30.2,775.3,602.5
2025-08-19 13:00:00,10,28.7,846.2,971.7
2025-08-19 14:00:00,4,29.3,877.4,1050.8
2025-08-19 15:00:00,9,28.8,638.0,699.1
2025-08-19 16:00:00,10,29.5,697.2,933.0
2025-08-19 17:00:00,1,28.3,591.4,918.4
2025-08-19 18:00:00,9,29.7,1009.3,1249.0
2025-08-19 19:00:00,9,26.9,702.2,793.6
2025-08-19 20:00:00,6,28.2,1206.5,970.2
2025-08-19 21:00:00,9,29.2,983.1,726.9
2025-08-19 22:00:00,1,29.1,818.9,463.6
2025-08-19 23:00:00,0,27.2,653.7,851.6
2025-08-20 00:00:00,6,27.9,759.9,817.6
2025-08-20 01:00:00,0,26.6,1095.1,943.5
2025-08-20 02:00:00,10,28.4,909.1,638.6
2025-08-20 03:00:00,5,28.7,970.2,847.8
2025-08-20 04:00:00,4,27.5,490.9,923.0
2025-08-20 05:00:00,6,28.4,1064.1,1195.8
2025-08-20 06:00:00,6,29.4,642.2,522.0
2025-08-20 07:00:00,8,28.6,1113.6,703.8
2025-08-20 08:00:00,2,27.8,1107.4,1069.5
2025-08-20 09:00:00,2,30.1,266.1,647.9
2025-08-20 10:00:00,8,27.8,873.0,795.3
2025-08-20 11:00:00,8,29.8,1121.1,876.9
2025-08-20 12:00:00,8,27.8,651.4,551.1
2025-08-20 13:00:00,5,29.1,998.0,963.3
2025-08-20 14:00:00,9,29.5,1035.0,932.7
2025-08-20 15:00:00,4,28.5,527.8,1002.7
2025-08-20 16:00:00,2,31.1,556.7,1025.0
2025-08-20 17:00:00,8,29.7,896.3,946.3
2025-08-20 18:00:00,8,27.7,745.9,835.1
2025-08-20 19:00:00,8,28.6,894.4,712.8
2025-08-20 20:00:00,10,30.1,765.5,848.6
2025-08-20 21:00:00,3,29.9,562.3,1047.4
2025-08-20 22:00:00,8,28.1,757.7,609.8
2025-08-20 23:00:00,0,29.4,534.1,1130.4
2025-08-21 00:00:00,7,29.7,1120.4,597.3
2025-08-21 01:00:00,2,28.2,843.3,837.2
2025-08-21 02:00:00,7,28.7,1174.5,687.3
2025-08-21 03:00:00,1,30.0,463.4,866.0
2025-08-21 04:00:00,9,28.3,808.2,925.0
2025-08-21 05:00:00,6,29.4,975.1,977.0
2025-08-21 06:00:00,1,29.0,893.2,771.1
2025-08-21 07:00:00,3,29.4,812.4,815.1
2025-08-21 08:00:00,1,28.0,1127.7,799.7
2025-08-21 09:00:00,0,28.5,1021.3,760.7
2025-08-21 10:00:00,2,28.7,803.2,785.8
2025-08-21 11:00:00,3,28.0,724.3,973.8
2025-08-21 12:00:00,3,29.2,1154.6,908.0
2025-08-21 13:00:00,0,28.8,541.6,859.7
2025-08-21 14:00:00,1,28.2,674.4,792.2
2025-08-21 15:00:00,8,28.0,748.5,926.0
2025-08-21 16:00:00,4,27.5,549.2,1118.8
2025-08-21 17:00:00,0,30.3,920.5,793.6
2025-08-21 18:00:00,6,28.7,846.7,940.8
2025-08-21 19:00:00,3,28.8,927.5,1098.2
2025-08-21 20:00:00,2,28.2,1017.0,1107.9
2025-08-21 21:00:00,4,28.0,875.2,723.5
2025-08-21 22:00:00,3,30.0,686.6,651.1
2025-08-21 23:00:00,3,30.3,601.8,322.7
2025-08-22 00:00:00,4,28.4,924.8,751.8
2025-08-22 01:00:00,2,28.3,729.0,864.6
