timestamp,outside_humidity,outside_temperature,return_humidity,return_temperature,economizer_enthalpy_setpoint,economizer_temperature_setpoint,power
2021-03-10 10:00:00,0.81,69.7,0.55,79.8,72,30,301254
2021-03-10 11:00:00,0.84,63.2,0.5,72.3,72,30,395169
2021-03-10 12:00:00,0.75,58.0,0.56,75.0,72,30,265277
2021-03-10 13:00:00,0.81,84.3,0.51,72.3,72,30,300569
2021-03-10 14:00:00,0.8,75.3,0.47,75.0,72,30,327955
2021-03-10 15:00:00,0.83,98.4,0.36,78.8,72,30,281493
2021-03-10 16:00:00,0.82,64.9,0.47,76.8,72,30,430647
2021-03-10 17:00:00,0.78,53.6,0.56,73.0,72,30,567771
2021-03-10 18:00:00,0.91,71.9,0.45,75.5,72,30,366123
2021-03-10 19:00:00,0.89,80.6,0.46,69.1,72,30,300838
2021-03-10 20:00:00,0.8,82.3,0.51,74.1,72,30,356456
2021-03-11 08:00:00,0.88,55.1,0.49,75.9,72,30,305267
2021-03-11 09:00:00,0.87,62.7,0.37,73.9,72,30,436714
2021-03-11 10:00:00,0.78,60.5,0.53,76.2,72,30,296720
2021-03-11 11:00:00,0.85,70.2,0.51,81.5,72,30,336800
2021-03-11 12:00:00,0.93,59.5,0.52,79.2,72,30,420300
2021-03-11 13:00:00,0.9,73.2,0.59,80.0,72,30,317884
2021-03-11 14:00:00,0.89,57.9,0.58,80.4,72,30,311515
2021-03-11 15:00:00,0.78,75.9,0.42,75.3,72,30,441551
2021-03-11 16:00:00,0.84,79.6,0.51,76.1,72,30,434548
2021-03-11 17:00:00,0.78,76.0,0.51,73.0,72,30,445370
2021-03-11 18:00:00,0.82,59.5,0.48,79.8,72,30,393063
2021-03-11 19:00:00,0.81,78.8,0.41,72.4,72,30,325988
2021-03-11 20:00:00,0.86,75.1,0.5,75.3,72,30,319732
2021-03-11 21:00:00,0.9,69.2,0.44,75.3,72,30,388024
2021-03-11 22:00:00,0.78,71.5,0.59,74.9,72,30,320360
2021-03-11 23:00:00,0.83,75.4,0.39,73.7,72,30,393463
2021-03-12 00:00:00,0.91,69.6,0.54,68.8,72,30,303400
2021-03-12 01:00:00,0.82,90.5,0.53,77.3,72,30,484010
2021-03-12 02:00:00,0.92,69.6,0.48,75.7,72,30,79397
2021-03-12 03:00:00,0.89,64.1,0.61,76.5,72,30,275883
2021-03-12 04:00:00,0.94,60.9,0.55,77.9,72,30,391737
2021-03-12 05:00:00,0.88,72.2,0.45,77.0,72,30,277898
2021-03-12 06:00:00,0.86,75.5,0.48,76.6,72,30,338800
2021-03-12 07:00:00,0.86,71.4,0.61,78.9,72,30,448492
2021-03-12 08:00:00,0.77,72.8,0.57,73.1,72,30,413526
2021-03-12 09:00:00,0.86,78.9,0.44,74.7,72,30,369520
2021-03-12 11:00:00,0.76,71.2,0.54,76.0,72,30,360550
2021-03-12 12:00:00,0.89,57.7,0.47,77.4,72,30,278778
2021-03-12 13:00:00,0.82,81.3,0.52,80.2,72,30,294602
2021-03-12 14:00:00,0.8,81.8,0.47,71.1,72,30,374065
2021-03-12 15:00:00,0.77,73.9,0.52,71.7,72,30,384956
2021-03-12 16:00:00,0.8,76.9,0.55,81.0,72,30,164305
2021-03-12 17:00:00,0.87,72.3,0.37,77.0,72,30,313046
2021-03-12 18:00:00,0.8,63.7,0.45,74.1,72,30,383486
2021-03-12 19:00:00,0.82,79.6,0.33,69.2,72,30,382019
2021-03-12 20:00:00,0.83,60.1,0.57,76.3,72,30,388593
2021-03-12 21:00:00,0.81,77.3,0.45,78.4,72,30,388387
2021-03-12 22:00:00,0.89,66.0,0.45,78.2,72,30,391144
2021-03-12 23:00:00,0.91,64.5,0.42,78.9,72,30,294964
2021-03-13 14:00:00,0.84,62.3,0.48,77.4,72,30,375931
2021-03-13 15:00:00,0.84,73.4,0.45,74.4,72,30,488840
2021-03-13 16:00:00,0.77,69.5,0.46,74.5,72,30,385076
2021-03-13 17:00:00,0.88,76.1,0.44,76.1,72,30,371786
2021-03-14 12:00:00,0.83,76.9,0.41,74.4,72,30,468660
2021-03-14 13:00:00,0.86,65.8,0.48,73.8,72,30,178700
2021-03-14 14:00:00,0.9,65.0,0.53,72.6,72,30,337752
2021-03-14 15:00:00,0.75,78.2,0.55,65.7,72,30,429531
2021-03-14 16:00:00,0.83,70.4,0.56,72.9,72,30,438809
2021-03-14 17:00:00,0.82,92.5,0.5,75.1,72,30,212158
2021-03-21 14:00:00,0.8,61.4,0.54,75.9,72,30,349185
2021-03-21 15:00:00,0.91,70.4,0.58,73.9,72,30,489576
2021-03-21 16:00:00,0.81,82.0,0.56,77.2,72,30,420167
2021-03-21 17:00:00,0.83,66.3,0.48,75.4,72,30,344069
2021-03-21 18:00:00,0.86,88.8,0.48,78.6,72,30,319759
2021-03-21 19:00:00,0.9,78.7,0.55,71.8,72,30,327612
2021-03-22 13:00:00,0.81,73.4,0.53,69.0,72,30,338598
2021-03-22 14:00:00,0.84,72.3,0.45,72.6,72,30,193782
2021-03-22 15:00:00,0.85,65.6,0.44,81.4,72,30,481224
2021-03-22 16:00:00,0.79,51.8,0.53,80.1,72,30,141258
2021-03-22 17:00:00,0.85,78.3,0.54,72.4,72,30,434739
2021-03-22 18:00:00,0.92,67.9,0.38,78.0,72,30,429915
2021-03-22 19:00:00,0.83,57.6,0.59,74.5,72,30,237100
2021-03-22 20:00:00,0.85,62.3,0.46,71.7,72,30,334513
2021-03-23 12:00:00,0.81,71.4,0.48,76.9,72,30,365195
2021-03-23 13:00:00,0.9,69.3,0.52,73.4,72,30,321470
2021-03-23 14:00:00,0.87,67.0,0.48,74.8,72,30,287974
2021-03-23 15:00:00,0.86,54.1,0.53,76.8,72,30,377817
2021-03-23 16:00:00,0.96,80.0,0.48,75.4,72,30,446997
2021-03-23 17:00:00,0.8,57.8,0.5,76.8,72,30,436978
2021-03-23 18:00:00,0.89,82.9,0.46,76.3,72,30,411763
2021-03-23 19:00:00,0.84,69.9,0.52,71.7,72,30,261398
2021-03-23 20:00:00,0.84,49.6,0.44,74.1,72,30,401067
2021-03-23 21:00:00,0.91,71.8,0.41,76.4,72,30,280504
2021-03-23 22:00:00,0.91,86.2,0.62,74.8,72,30,290097
2021-03-23 23:00:00,0.8,79.5,0.49,69.4,72,30,229598
2021-03-24 00:00:00,0.84,73.5,0.49,71.0,72,30,256849
2021-03-24 01:00:00,0.88,68.3,0.5,70.9,72,30,400420
2021-03-24 02:00:00,0.83,61.8,0.51,81.2,72,30,396610
2021-03-24 12:00:00,0.76,78.3,0.48,75.3,72,30,374758
2021-03-24 13:00:00,0.84,66.2,0.46,68.4,72,30,417030
2021-03-24 14:00:00,0.96,64.6,0.51,75.3,72,30,261849
2021-03-24 15:00:00,0.77,51.1,0.56,77.2,72,30,451474
2021-03-24 16:00:00,0.86,67.5,0.39,74.4,72,30,242728
2021-03-24 17:00:00,0.93,70.8,0.49,71.3,72,30,367566
2021-03-24 18:00:00,0.84,66.6,0.43,74.8,72,30,295915
2021-03-24 19:00:00,0.84,71.3,0.5,77.0,72,30,335470
2021-03-24 20:00:00,0.93,74.5,0.53,75.9,72,30,303269
2021-03-24 21:00:00,0.83,73.4,0.52,75.9,72,30,322489
2021-03-24 22:00:00,0.88,57.9,0.48,74.7,72,30,427866
2021-03-24 23:00:00,0.81,80.6,0.51,79.4,72,30,338506
2021-03-25 10:00:00,0.85,61.6,0.46,76.3,72,30,378460
2021-03-25 11:00:00,0.98,43.4,0.41,80.0,72,30,298540
2021-03-25 12:00:00,0.94,87.2,0.54,72.9,72,30,450817
2021-03-25 13:00:00,0.82,68.5,0.58,75.3,72,30,306731
2021-03-25 14:00:00,0.79,56.9,0.59,80.8,72,30,390615
2021-03-25 15:00:00,0.95,70.4,0.49,70.2,72,30,238698
2021-03-25 16:00:00,0.87,71.4,0.48,76.7,72,30,295800
2021-03-25 17:00:00,0.87,85.5,0.53,71.4,72,30,360162
2021-03-25 18:00:00,0.87,76.9,0.49,78.0,72,30,315215
2021-03-25 19:00:00,0.86,51.4,0.5,70.4,72,30,332972
2021-03-25 20:00:00,0.88,57.2,0.57,76.9,72,30,364048
2021-03-25 21:00:00,0.86,69.9,0.43,77.7,72,30,264950
2021-03-25 22:00:00,0.81,81.2,0.53,69.4,72,30,405897
2021-03-25 23:00:00,0.83,72.4,0.43,77.7,72,30,384867
2021-03-26 00:00:00,0.82,73.9,0.43,64.3,72,30,348842
2021-03-26 01:00:00,0.83,91.3,0.54,70.2,72,30,257866
2021-03-26 02:00:00,0.85,56.8,0.43,74.6,72,30,325408
2021-03-26 03:00:00,0.86,81.2,0.49,74.6,72,30,378426
2021-03-26 04:00:00,0.83,73.6,0.42,69.7,72,30,487925
2021-03-26 05:00:00,0.86,83.0,0.45,72.7,72,30,282916
2021-03-26 06:00:00,0.86,85.8,0.45,79.1,72,30,334574
2021-03-26 07:00:00,0.82,68.5,0.51,76.3,72,30,443461
2021-03-26 08:00:00,0.76,79.0,0.54,78.2,72,30,407972
2021-03-26 09:00:00,0.92,64.3,0.38,76.7,72,30,418479
2021-03-26 10:00:00,0.8,72.6,0.45,73.2,72,30,385893
2021-03-26 11:00:00,0.78,71.5,0.5,72.9,72,30,365417
2021-03-26 12:00:00,0.87,86.4,0.55,80.0,72,30,295505
2021-03-26 13:00:00,0.81,68.6,0.6,81.5,72,30,405093
2021-03-26 14:00:00,0.8,67.2,0.57,76.1,72,30,268133
2021-03-26 15:00:00,0.85,55.1,0.46,80.2,72,30,362214
2021-03-26 16:00:00,0.84,66.7,0.52,70.0,72,30,398069
2021-03-26 17:00:00,0.76,68.6,0.56,73.4,72,30,299625
2021-03-26 18:00:00,0.87,71.4,0.47,72.7,72,30,347878
2021-03-26 19:00:00,0.9,77.2,0.59,71.6,72,30,441158
2021-03-26 20:00:00,0.76,88.1,0.6,74.7,72,30,436175
2021-03-26 21:00:00,0.82,70.2,0.47,75.1,72,30,407331
2021-03-26 22:00:00,0.85,87.1,0.53,79.5,72,30,327094
2021-03-26 23:00:00,0.8,69.9,0.54,73.5,72,30,324604
2021-03-27 09:00:00,0.91,55.6,0.49,71.5,72,30,250506
2021-03-27 10:00:00,0.87,71.5,0.53,68.0,72,30,417364
2021-03-27 11:00:00,0.84,66.5,0.5,76.6,72,30,334085
2021-03-27 12:00:00,0.85,80.1,0.6,81.6,72,30,409334
2021-03-27 13:00:00,0.88,74.8,0.5,72.9,72,30,492842
2021-03-27 14:00:00,0.83,70.4,0.45,83.2,72,30,288872
2021-03-27 15:00:00,0.8,76.0,0.44,76.5,72,30,265910
2021-03-27 16:00:00,0.93,79.3,0.57,77.5,72,30,164385
2021-03-27 17:00:00,0.7,88.7,0.5,76.4,72,30,380779
2021-03-27 18:00:00,0.79,93.9,0.5,74.0,72,30,236831
2021-03-27 19:00:00,0.75,57.2,0.3,70.2,72,30,424606
2021-03-27 20:00:00,0.89,53.8,0.44,74.9,72,30,396978
2021-03-27 21:00:00,0.77,69.0,0.41,78.2,72,30,353327
2021-03-27 22:00:00,0.88,69.2,0.49,80.6,72,30,458653
2021-03-27 23:00:00,0.74,72.4,0.48,79.5,72,30,438234
2021-03-28 00:00:00,0.86,63.9,0.51,84.5,72,30,332185
2021-03-28 06:00:00,0.75,64.2,0.47,77.6,72,30,415431
2021-03-28 07:00:00,0.82,70.0,0.63,72.5,72,30,246071
2021-03-28 09:00:00,0.8,85.4,0.53,72.8,72,30,447693
2021-03-28 10:00:00,0.87,92.6,0.36,76.8,72,30,310131
2021-03-28 11:00:00,0.84,65.1,0.52,75.3,72,30,352696
2021-03-28 12:00:00,0.83,63.1,0.52,69.9,72,30,204895
2021-03-28 13:00:00,0.8,76.5,0.53,65.6,72,30,148147
2021-03-28 14:00:00,0.84,73.2,0.46,75.0,72,30,386604
2021-03-28 15:00:00,0.81,73.7,0.48,70.8,72,30,389330
2021-03-28 16:00:00,0.87,76.3,0.42,73.8,72,30,414945
2021-03-28 17:00:00,0.99,72.7,0.49,69.0,72,30,312594
2021-03-28 18:00:00,0.89,68.0,0.52,82.8,72,30,377980
2021-03-28 19:00:00,0.77,84.5,0.4,67.6,72,30,403810
2021-03-29 16:00:00,0.89,78.3,0.54,72.7,72,30,425832
2021-03-29 17:00:00,0.86,64.7,0.44,71.5,72,30,286672
2021-03-29 18:00:00,0.83,68.2,0.51,69.7,72,30,312901
2021-03-30 10:00:00,0.81,78.1,0.48,74.1,72,30,371225
2021-03-30 11:00:00,0.8,65.2,0.48,73.5,72,30,372200
2021-03-30 12:00:00,0.82,68.2,0.44,80.2,72,30,303889
2021-03-30 13:00:00,0.91,63.1,0.4,81.8,72,30,366545
2021-03-30 14:00:00,0.9,62.2,0.51,71.8,72,30,337273
2021-03-30 15:00:00,0.82,82.0,0.46,79.3,72,30,406547
2021-03-30 16:00:00,0.91,78.2,0.49,76.3,72,30,307719
2021-03-30 17:00:00,0.84,70.6,0.4,81.7,72,30,472955
2021-03-30 18:00:00,0.86,73.9,0.45,76.6,72,30,259241
2021-03-30 19:00:00,0.79,51.7,0.46,79.1,72,30,298979
2021-03-30 20:00:00,0.82,88.7,0.47,76.0,72,30,378845
2021-03-30 21:00:00,0.86,59.6,0.55,77.1,72,30,387281
2021-03-30 22:00:00,0.86,70.4,0.54,75.9,72,30,520362
2021-03-30 23:00:00,0.85,86.9,0.45,76.3,72,30,371777
2021-03-31 08:00:00,0.84,81.3,0.58,78.1,72,30,343762
2021-03-31 09:00:00,0.82,58.2,0.38,77.3,72,30,396793
2021-03-31 10:00:00,0.77,76.0,0.38,74.9,72,30,330406
2021-03-31 11:00:00,0.84,76.3,0.55,80.0,72,30,451376
2021-03-31 12:00:00,0.91,83.2,0.42,75.4,72,30,280068
2021-03-31 13:00:00,0.81,55.5,0.55,80.3,72,30,372613
2021-03-31 14:00:00,0.92,71.7,0.52,73.1,72,30,423843
2021-03-31 15:00:00,0.88,59.1,0.49,79.0,72,30,316761
2021-03-31 16:00:00,0.83,63.9,0.51,69.0,72,30,422204
2021-03-31 17:00:00,0.86,67.4,0.43,75.7,72,30,347649
2021-03-31 18:00:00,0.85,78.5,0.55,73.4,72,30,336051
2021-03-31 19:00:00,0.81,77.6,0.49,76.4,72,30,313522
2021-03-31 20:00:00,0.85,69.2,0.57,75.3,72,30,230808
2021-03-31 21:00:00,0.86,76.9,0.47,72.4,72,30,392012
2021-04-04 08:00:00,0.82,82.3,0.51,74.1,72,30,254602
2021-04-04 09:00:00,0.79,68.0,0.55,76.5,72,30,262456
2021-04-04 10:00:00,0.9,69.7,0.45,76.3,72,30,298000
2021-04-04 11:00:00,0.91,64.3,0.52,69.9,72,30,485022
2021-04-04 12:00:00,0.86,72.0,0.48,75.0,72,30,379345
2021-04-04 13:00:00,0.85,59.1,0.55,77.4,72,30,356228
2021-04-04 14:00:00,0.87,86.4,0.49,68.7,72,30,303030
2021-04-04 15:00:00,0.85,79.2,0.58,73.8,72,30,347578
2021-04-04 16:00:00,0.87,65.8,0.56,75.8,72,30,390626
2021-04-04 17:00:00,0.81,53.9,0.4,77.3,72,30,228985
2021-04-04 18:00:00,0.88,82.2,0.57,64.3,72,30,329983
2021-04-04 19:00:00,0.83,62.3,0.42,80.4,72,30,255461
2021-04-04 20:00:00,0.89,70.4,0.47,74.9,72,30,251965
2021-04-04 21:00:00,0.86,58.0,0.53,74.0,72,30,322494
2021-04-04 22:00:00,0.84,83.5,0.53,74.9,72,30,342309
2021-04-04 23:00:00,0.9,83.9,0.43,73.7,72,30,327210
2021-04-05 00:00:00,0.84,86.0,0.45,76.8,72,30,395963
2021-04-05 01:00:00,0.84,79.2,0.52,75.4,72,30,271528
2021-04-05 09:00:00,0.84,75.5,0.52,74.8,72,30,289046
2021-04-05 10:00:00,0.81,78.0,0.58,73.4,72,30,264954
2021-04-05 11:00:00,0.92,59.2,0.55,69.8,72,30,265011
2021-04-05 12:00:00,0.99,73.5,0.4,77.5,72,30,141087
2021-04-05 13:00:00,0.81,67.4,0.59,72.9,72,30,251523
2021-04-05 14:00:00,0.82,52.5,0.53,77.7,72,30,281985
2021-04-05 15:00:00,0.88,60.8,0.36,76.4,72,30,221277
2021-04-05 16:00:00,0.8,66.4,0.45,72.5,72,30,253143
2021-04-05 17:00:00,0.84,74.6,0.44,72.1,72,30,341328
2021-04-05 18:00:00,0.83,56.6,0.55,74.2,72,30,244439
2021-04-05 19:00:00,0.86,60.6,0.52,73.3,72,30,338061
2021-04-05 20:00:00,0.87,60.7,0.54,76.2,72,30,511359
2021-04-05 21:00:00,0.94,54.7,0.45,81.4,72,30,338791
2021-04-05 22:00:00,0.88,74.9,0.5,71.4,72,30,264553
2021-04-05 23:00:00,0.88,86.4,0.47,72.4,72,30,287010
2021-04-06 00:00:00,0.81,68.8,0.51,79.8,72,30,419718
2021-04-06 01:00:00,0.9,74.0,0.4,76.6,72,30,376863
2021-04-06 02:00:00,0.8,65.4,0.44,79.0,72,30,383039
2021-04-06 03:00:00,0.94,56.7,0.58,73.3,72,30,353576
2021-04-06 04:00:00,0.85,81.7,0.49,74.7,72,30,492104
2021-04-06 05:00:00,0.87,82.5,0.43,69.2,72,30,306173
2021-04-06 08:00:00,0.79,85.8,0.53,69.8,72,30,329311
2021-04-06 09:00:00,0.81,82.2,0.54,73.7,72,30,385117
2021-04-06 10:00:00,0.81,78.3,0.56,78.9,72,30,414721
2021-04-06 11:00:00,0.92,71.1,0.49,82.1,72,30,338057
2021-04-06 12:00:00,0.84,70.3,0.43,73.6,72,30,274910
2021-04-06 13:00:00,0.82,78.6,0.5,69.5,72,30,157652
2021-04-06 14:00:00,0.9,65.0,0.58,75.3,72,30,310378
2021-04-06 15:00:00,0.76,73.3,0.53,76.4,72,30,224928
2021-04-06 16:00:00,0.86,59.6,0.5,77.4,72,30,231681
2021-04-06 17:00:00,0.86,67.5,0.5,72.1,72,30,311176
2021-04-06 18:00:00,0.84,63.4,0.47,76.1,72,30,282674
2021-04-06 19:00:00,0.92,79.0,0.55,73.0,72,30,352526
2021-04-06 20:00:00,0.79,79.0,0.53,73.0,72,30,501226
2021-04-06 21:00:00,0.82,70.9,0.49,78.7,72,30,338088
2021-04-06 22:00:00,0.92,76.7,0.52,73.1,72,30,420576
2021-04-06 23:00:00,0.8,62.6,0.59,75.9,72,30,341423
2021-04-07 00:00:00,0.85,66.1,0.48,80.2,72,30,357068
2021-04-07 01:00:00,0.84,83.4,0.5,75.9,72,30,475542
2021-04-07 02:00:00,0.81,64.5,0.55,79.3,72,30,373503
2021-04-07 03:00:00,0.87,70.7,0.46,76.6,72,30,204016
2021-04-07 07:00:00,0.93,82.1,0.5,77.4,72,30,478828
2021-04-07 08:00:00,0.73,65.5,0.59,73.5,72,30,366367
2021-04-07 09:00:00,0.77,74.0,0.47,74.0,72,30,281956
2021-04-07 10:00:00,0.89,91.0,0.43,85.3,72,30,414675
2021-04-07 11:00:00,0.8,79.1,0.55,73.2,72,30,394440
2021-04-07 12:00:00,0.85,74.0,0.55,77.7,72,30,367450
2021-04-07 13:00:00,0.86,79.0,0.48,81.2,72,30,381562
2021-04-07 14:00:00,0.87,68.7,0.45,68.6,72,30,283544
2021-04-07 15:00:00,0.75,61.2,0.52,72.4,72,30,208096
2021-04-07 16:00:00,0.9,68.8,0.57,75.7,72,30,226800
2021-04-07 17:00:00,0.82,79.6,0.54,72.4,72,30,315776
2021-04-07 18:00:00,0.88,74.1,0.57,73.5,72,30,206162
2021-04-07 19:00:00,0.8,75.0,0.44,76.3,72,30,337833
2021-04-07 20:00:00,0.91,77.4,0.58,79.0,72,30,333636
2021-04-07 21:00:00,0.88,80.5,0.45,75.9,72,30,354958
2021-04-07 22:00:00,0.81,56.4,0.56,74.1,72,30,406934
2021-04-07 23:00:00,0.8,84.0,0.49,71.4,72,30,474359
2021-04-08 00:00:00,0.86,59.0,0.5,77.5,72,30,339332
2021-04-08 01:00:00,0.76,77.2,0.65,76.8,72,30,174611
2021-04-08 02:00:00,0.92,78.5,0.53,71.4,72,30,316138
2021-04-08 03:00:00,0.98,76.5,0.5,77.0,72,30,362321
2021-04-08 04:00:00,0.83,76.4,0.58,75.9,72,30,352401
2021-04-08 05:00:00,0.92,70.8,0.55,73.1,72,30,193444
2021-04-08 06:00:00,0.83,71.6,0.58,71.7,72,30,264018
2021-04-08 07:00:00,0.85,58.7,0.54,82.2,72,30,316385
2021-04-08 08:00:00,0.84,88.8,0.53,72.7,72,30,402426
2021-04-08 09:00:00,0.84,82.1,0.4,78.0,72,30,380905
2021-04-08 10:00:00,0.76,80.6,0.47,78.8,72,30,344652
2021-04-08 11:00:00,0.78,65.4,0.43,73.8,72,30,412645
2021-04-08 12:00:00,0.82,60.7,0.47,76.8,72,30,352136
2021-04-08 13:00:00,0.88,69.4,0.55,71.8,72,30,280987
2021-04-08 14:00:00,0.85,88.6,0.31,74.3,72,30,394759
2021-04-08 15:00:00,0.77,74.3,0.46,79.4,72,30,335610
2021-04-08 16:00:00,0.88,82.1,0.6,72.2,72,30,407741
2021-04-08 17:00:00,0.9,75.8,0.37,75.0,72,30,409033
2021-04-08 18:00:00,0.87,67.4,0.45,77.0,72,30,260432
2021-04-08 19:00:00,0.76,70.8,0.52,75.9,72,30,287559
2021-04-08 20:00:00,0.86,69.2,0.65,76.1,72,30,427241
2021-04-08 21:00:00,0.93,76.4,0.5,75.2,72,30,303185
2021-04-08 22:00:00,0.91,76.5,0.48,74.4,72,30,359027
2021-04-08 23:00:00,0.84,65.3,0.44,78.4,72,30,335200
2021-04-09 00:00:00,0.76,66.9,0.38,76.6,72,30,296149
2021-04-09 11:00:00,0.87,66.1,0.46,77.6,72,30,477236
2021-04-09 12:00:00,0.86,74.1,0.42,81.9,72,30,391684
2021-04-09 13:00:00,0.92,36.5,0.44,74.6,72,30,244308
2021-04-09 14:00:00,0.93,67.1,0.56,72.6,72,30,347399
2021-04-09 15:00:00,0.89,79.8,0.56,77.9,72,30,395735
2021-04-09 16:00:00,0.85,64.1,0.54,75.6,72,30,446411
2021-04-09 17:00:00,0.83,77.6,0.6,78.8,72,30,289555
2021-04-09 18:00:00,0.87,62.7,0.56,78.1,72,30,235317
2021-04-09 19:00:00,0.88,75.7,0.64,70.8,72,30,406808
2021-04-09 20:00:00,0.81,85.2,0.49,68.4,72,30,409203
2021-04-09 21:00:00,0.82,70.8,0.43,79.4,72,30,203794
2021-04-09 22:00:00,0.9,61.2,0.49,72.2,72,30,321702
2021-04-09 23:00:00,0.83,54.8,0.55,75.5,72,30,282203
2021-04-10 00:00:00,0.8,51.7,0.43,73.0,72,30,246823
2021-04-10 01:00:00,0.74,58.7,0.56,79.5,72,30,333834
2021-04-10 02:00:00,0.84,60.5,0.56,79.7,72,30,348970
2021-04-10 09:00:00,0.85,56.6,0.52,67.9,72,30,305228
2021-04-10 10:00:00,0.86,79.6,0.54,77.0,72,30,263797
2021-04-10 11:00:00,0.92,84.3,0.54,72.6,72,30,339111
2021-04-10 12:00:00,0.89,64.8,0.55,72.4,72,30,393287
2021-04-10 13:00:00,0.86,72.8,0.49,75.7,72,30,296207
2021-04-10 14:00:00,0.94,63.8,0.45,76.7,72,30,299859
2021-04-10 15:00:00,0.86,56.0,0.61,73.8,72,30,259548
2021-04-10 16:00:00,0.88,85.2,0.47,80.8,72,30,400291
2021-04-10 17:00:00,0.88,90.2,0.44,77.1,72,30,265418
2021-04-10 18:00:00,0.86,103.7,0.59,78.4,72,30,386804
2021-04-10 19:00:00,0.86,64.4,0.54,74.9,72,30,438421
2021-04-10 20:00:00,0.77,71.1,0.56,80.7,72,30,390706
2021-04-10 21:00:00,0.83,66.1,0.54,79.6,72,30,400615
2021-04-10 22:00:00,0.89,78.7,0.5,77.4,72,30,465978
2021-04-10 23:00:00,0.83,59.9,0.52,69.9,72,30,469751
2021-04-11 00:00:00,0.86,71.0,0.5,71.3,72,30,296050
2021-04-11 01:00:00,0.87,65.4,0.54,72.1,72,30,447666
2021-04-11 02:00:00,0.84,72.3,0.42,63.9,72,30,253587
2021-04-11 03:00:00,0.82,73.0,0.4,73.9,72,30,383128
2021-04-11 04:00:00,0.84,62.3,0.54,78.9,72,30,448937
2021-04-11 05:00:00,0.84,47.5,0.4,79.6,72,30,436318
2021-04-11 06:00:00,0.86,59.2,0.55,78.0,72,30,150762
2021-04-11 07:00:00,0.88,73.9,0.5,74.9,72,30,464757
2021-04-11 08:00:00,0.82,69.6,0.43,69.8,72,30,398028
2021-04-11 09:00:00,0.83,77.5,0.37,77.5,72,30,315469
2021-04-11 10:00:00,0.87,65.0,0.51,79.4,72,30,361803
2021-04-11 11:00:00,0.85,57.7,0.43,75.1,72,30,267013
2021-04-11 12:00:00,0.81,65.8,0.45,73.2,72,30,349583
2021-04-11 13:00:00,0.89,77.0,0.56,79.6,72,30,248872
2021-04-11 14:00:00,0.85,64.2,0.6,70.4,72,30,446055
2021-04-11 15:00:00,0.79,59.7,0.51,69.3,72,30,445665
2021-04-11 16:00:00,0.88,66.7,0.57,77.7,72,30,304832
2021-04-11 17:00:00,0.81,70.2,0.51,74.5,72,30,354576
2021-04-11 18:00:00,0.84,77.5,0.55,73.5,72,30,426221
2021-04-11 19:00:00,0.75,87.7,0.5,71.2,72,30,416524
2021-04-11 20:00:00,0.84,88.7,0.58,76.2,72,30,341978
2021-04-11 21:00:00,0.85,63.3,0.44,76.3,72,30,311272
2021-04-11 22:00:00,0.81,63.5,0.46,74.5,72,30,236382
2021-04-11 23:00:00,0.88,73.2,0.54,71.6,72,30,299843
2021-04-12 00:00:00,0.79,72.9,0.55,70.9,72,30,358854
